,target,feature,weight
29754,I-TYPE,word.lower():mic,0.20832
29755,I-TYPE,+1:word.lower():random,0.208234
29756,I-TYPE,-1:word.lower():polimer,0.20819
29757,I-TYPE,-1:word.lower():bacan,0.208185
29758,I-TYPE,word.lower():doko,0.208185
29759,I-TYPE,+1:word.lower():fan,0.208184
29760,I-TYPE,-1:word.lower():kunci,0.208178
29761,I-TYPE,word[:3]:FRE,0.207927
29762,I-TYPE,+1:word.lower():2pcs,0.20791
29763,I-TYPE,word.lower():sedan,0.207797
29764,I-TYPE,+1:word.lower():timor,0.207797
29765,I-TYPE,-1:word.lower():rd,0.207671
29766,I-TYPE,word.lower():sapi,0.207591
29767,I-TYPE,word[-3:]:API,0.207591
29768,I-TYPE,word[-3:]:ART,0.207533
29769,I-TYPE,-1:word.lower():amoled,0.207469
29770,I-TYPE,word[:3]:cet,0.207469
29771,I-TYPE,word.lower():class,0.207466
29772,I-TYPE,-1:word.lower():leaves,0.207273
29773,I-TYPE,word[-3:]:mor,0.207187
29774,I-TYPE,word[-3:]:iun,0.207139
29775,I-TYPE,word.lower():madiun,0.207139
29776,I-TYPE,-1:word.lower():pecel,0.207139
29777,I-TYPE,-1:word.lower():emmc,0.207124
29778,I-TYPE,+1:word.lower():relogio,0.207098
29779,I-TYPE,word.lower():fixing,0.207083
29780,I-TYPE,word[:3]:Fix,0.207083
29781,I-TYPE,-1:word.lower():half,0.206874
29782,I-TYPE,+1:word.lower():ramuan,0.206683
29783,I-TYPE,-1:word.lower():charger,0.206636
29784,I-TYPE,word[-3:]:ses,0.206578
29785,I-TYPE,-1:word.lower():dirty,0.206543
29786,I-TYPE,+1:word.lower():folder,0.206343
29787,I-TYPE,word[-3:]:van,0.206304
29788,I-TYPE,-1:word.lower():curved,0.206247
29789,I-TYPE,word[:3]:DTS,0.206247
29790,I-TYPE,word[-3:]:DTS,0.206247
29791,I-TYPE,+1:word.lower():ultrawide,0.206247
29792,I-TYPE,word.lower():dts,0.206247
29793,I-TYPE,word.lower():transformer,0.206072
29794,I-TYPE,+1:word.lower():inter,0.206072
29795,I-TYPE,word.lower():stir,0.205998
29796,I-TYPE,+1:word.lower():birthday,0.205964
29797,I-TYPE,-1:word.lower():character,0.205964
29798,I-TYPE,word[:3]:toy,0.205964
29799,I-TYPE,word[:3]:SAP,0.205947
29800,I-TYPE,+1:word.lower():bu,0.205787
29801,I-TYPE,-1:word.lower():floor,0.205736
29802,I-TYPE,+1:word.lower():800ml,0.205736
29803,I-TYPE,word.lower():asip,0.205725
29804,I-TYPE,word[-3:]:SIP,0.205725
29805,I-TYPE,word.lower():hand,0.205668
29806,I-TYPE,word.lower():slot,0.205627
29807,I-TYPE,word[:3]:Slo,0.205627
29808,I-TYPE,+1:word.lower():hybrid,0.205534
29809,I-TYPE,-1:word.lower():isolation,0.205525
29810,I-TYPE,word[:3]:BAJ,0.205507
29811,I-TYPE,word[-3:]:AJU,0.205507
29812,I-TYPE,word.lower():gemuse,0.205474
29813,I-TYPE,word[:3]:gem,0.205474
29814,I-TYPE,word[:3]:Org,0.205446
29815,I-TYPE,word.lower():strap,0.205383
29816,I-TYPE,+1:word.lower():glasses,0.205199
29817,I-TYPE,word[-3:]:Bon,0.205188
29818,I-TYPE,-1:word.lower():nota,0.205188
29819,I-TYPE,word.lower():bon,0.205188
29820,I-TYPE,+1:word.lower():krenyes,0.205165
29821,I-TYPE,-1:word.lower():peyek,0.205165
29822,I-TYPE,word.lower():rope,0.205104
29823,I-TYPE,word[:3]:Rop,0.205104
29824,I-TYPE,+1:word.lower():lompat,0.205104
29825,I-TYPE,-1:word.lower():magnetic,0.205068
29826,I-TYPE,word.lower():karaoke,0.204932
29827,I-TYPE,word[:3]:Api,0.204918
29828,I-TYPE,word[-3:]:Api,0.204918
29829,I-TYPE,word.lower():api,0.204918
29830,I-TYPE,-1:word.lower():sumatran,0.204803
29831,I-TYPE,-1:word.lower():galon,0.204762
29832,I-TYPE,-1:word.lower():bean,0.204568
29833,I-TYPE,+1:word.lower():women,0.20443
29834,I-TYPE,-1:word.lower():button,0.204387
29835,I-TYPE,word.lower():register,0.204152
29836,I-TYPE,+1:word.lower():varian,0.204141
29837,I-TYPE,word.lower():tennis,0.204027
29838,I-TYPE,word[-3:]:RCA,0.203985
29839,I-TYPE,word.lower():rca,0.203985
29840,I-TYPE,-1:word.lower():glove,0.203791
29841,I-TYPE,word[:3]:Fli,0.203765
29842,I-TYPE,-1:word.lower():perlengkapan,0.203714
29843,I-TYPE,word.lower():mousse,0.203564
29844,I-TYPE,word[-3:]:sse,0.203564
29845,I-TYPE,-1:word.lower():blackforest,0.203564
29846,I-TYPE,+1:word.lower():mas,0.203314
29847,I-TYPE,-1:word.lower():ongklok,0.203314
29848,I-TYPE,-1:word.lower():buka,0.203201
29849,I-TYPE,-1:word.lower():pelurus,0.203164
29850,I-TYPE,word[-3:]:Top,0.203152
29851,I-TYPE,-1:word.lower():joints,0.203095
29852,I-TYPE,-1:word.lower():dudukan,0.203029
29853,I-TYPE,+1:word.lower():p-adj-ag-6x6-t29,0.203029
29854,I-TYPE,-1:word.lower():instant,0.202824
29855,I-TYPE,word.lower():sambungan,0.202712
29856,I-TYPE,word[-3:]:Pad,0.202637
29857,I-TYPE,-1:word.lower():automotive,0.202633
29858,I-TYPE,word.lower():cleaners,0.202633
29859,I-TYPE,word[-3:]:lay,0.202612
29860,I-TYPE,word.lower():koper,0.202569
29861,I-TYPE,-1:word.lower():pianika,0.202569
29862,I-TYPE,word[:3]:RAM,0.202392
29863,I-TYPE,word.lower():bandage,0.202313
29864,I-TYPE,+1:word.lower():(otg),0.202013
29865,I-TYPE,word[:3]:Ola,0.201966
29866,I-TYPE,-1:word.lower():metring,0.201941
29867,I-TYPE,+1:word.lower():ll,0.201924
29868,I-TYPE,+1:word.lower():cranberry,0.201829
29869,I-TYPE,word[-3:]:ied,0.201829
29870,I-TYPE,word.lower():dried,0.201829
29871,I-TYPE,word[:3]:Gow,0.201819
29872,I-TYPE,word.lower():gowes,0.201819
29873,I-TYPE,word[-3:]:wes,0.201819
29874,I-TYPE,word[-3:]:ucu,0.201802
29875,I-TYPE,word.lower():jagung,0.201771
29876,I-TYPE,+1:word.lower():t10,0.201771
29877,I-TYPE,word[:3]:Jag,0.201771
29878,I-TYPE,-1:word.lower():bandage,0.201759
29879,I-TYPE,+1:word.lower():joints,0.201759
29880,I-TYPE,word[:3]:Mul,0.201683
29881,I-TYPE,+1:word.lower():197,0.201663
29882,I-TYPE,-1:word.lower():kripik,0.201342
29883,I-TYPE,+1:word.lower():cadas,0.201342
29884,I-TYPE,word[:3]:pis,0.201342
29885,I-TYPE,word.lower():pisang,0.201342
29886,I-TYPE,-1:word.lower():codoray,0.20134
29887,I-TYPE,-1:word.lower():shoulder,0.201197
29888,I-TYPE,+1:word.lower():bags,0.201197
29889,I-TYPE,-1:word.lower():eyelash,0.201172
29890,I-TYPE,word.lower():curler,0.201172
29891,I-TYPE,-1:word.lower():around,0.201167
29892,I-TYPE,word[:3]:Ken,0.201163
29893,I-TYPE,+1:word.lower():gt-202/fhsm-202,0.201137
29894,I-TYPE,+1:word.lower():rambut,0.201128
29895,I-TYPE,-1:word.lower():composite,0.201076
29896,I-TYPE,word[:3]:act,0.200997
29897,I-TYPE,word[-3:]:rka,0.200946
29898,I-TYPE,+1:word.lower():off,0.200945
29899,I-TYPE,-1:word.lower():tombol,0.200945
29900,I-TYPE,word.lower():computer,0.200927
29901,I-TYPE,word[:3]:Bal,0.200898
29902,I-TYPE,word[:3]:KOK,0.200811
29903,I-TYPE,word[:3]:Sau,0.200797
29904,I-TYPE,+1:word.lower():floral,0.200781
29905,I-TYPE,word[:3]:Dep,0.200779
29906,I-TYPE,+1:word.lower():central,0.200752
29907,I-TYPE,-1:word.lower():sampah,0.200727
29908,I-TYPE,word.lower():pecel,0.200683
29909,I-TYPE,word[-3:]:cel,0.200683
29910,I-TYPE,+1:word.lower():madiun,0.200683
29911,I-TYPE,-1:word.lower():sambel,0.200683
29912,I-TYPE,word[:3]:Pec,0.200683
29913,I-TYPE,word.lower():kertas/stapler/fingerprint,0.200677
29914,I-TYPE,word.lower():serai,0.20064
29915,I-TYPE,word[:3]:Sel,0.20052
29916,I-TYPE,word.lower():breeding,0.20051
29917,I-TYPE,+1:word.lower():hatchery,0.20051
29918,I-TYPE,+1:word.lower():torque,0.200487
29919,I-TYPE,word.lower():torsi,0.200487
29920,I-TYPE,-1:word.lower():skiny,0.200448
29921,I-TYPE,word.lower():headband,0.200332
29922,I-TYPE,+1:word.lower():bando,0.200332
29923,I-TYPE,word.lower():removal,0.20029
29924,I-TYPE,word[:3]:rem,0.20029
29925,I-TYPE,-1:word.lower():blackhead,0.20029
29926,I-TYPE,word[-3:]:val,0.20029
29927,I-TYPE,word[:3]:201,0.200238
29928,I-TYPE,word[:3]:blo,0.200231
29929,I-TYPE,-1:word.lower():sleeveless,0.200231
29930,I-TYPE,+1:word.lower():jus,0.200174
29931,I-TYPE,word[-3:]:BOR,0.200097
29932,I-TYPE,word[:3]:BOR,0.200097
29933,I-TYPE,-1:word.lower():lace,0.200033
29934,I-TYPE,word[:3]:Com,0.199987
29935,I-TYPE,-1:word.lower():tipe,0.199894
29936,I-TYPE,+1:word.lower():200,0.199846
29937,I-TYPE,word.lower():poles,0.199824
29938,I-TYPE,-1:word.lower():payung,0.199738
29939,I-TYPE,+1:postag:SYM,0.199683
29940,I-TYPE,word[:3]:Fid,0.199587
29941,I-TYPE,word.lower():fidget,0.199587
29942,I-TYPE,word.lower():kacang,0.199532
29943,I-TYPE,-1:word.lower():grooming,0.199449
29944,I-TYPE,+1:word.lower():350watt,0.199449
29945,I-TYPE,word.lower():soap,0.199442
29946,I-TYPE,word[:3]:Soa,0.199442
29947,I-TYPE,word[-3:]:oap,0.199442
29948,I-TYPE,word.lower():action,0.199401
29949,I-TYPE,word[-3:]:GAN,0.199371
29950,I-TYPE,word[-3:]:rik,0.19924
29951,I-TYPE,word.lower():mifi,0.199236
29952,I-TYPE,word[:3]:tab,0.199218
29953,I-TYPE,word[:3]:mes,0.199141
29954,I-TYPE,+1:word.lower():spinner,0.199105
29955,I-TYPE,+1:word.lower():limited,0.199071
29956,I-TYPE,word[:3]:PHO,0.199063
29957,I-TYPE,word.lower():photography,0.199063
29958,I-TYPE,word[-3:]:PHY,0.199063
29959,I-TYPE,+1:word.lower():42ly540h,0.198992
29960,I-TYPE,-1:word.lower():gunting,0.198953
29961,I-TYPE,-1:word.lower():gantung,0.198945
29962,I-TYPE,-1:word.lower():pigtail,0.198913
29963,I-TYPE,+1:word.lower():cake,0.198903
29964,I-TYPE,word.lower():moment,0.198844
29965,I-TYPE,-1:word.lower():satu,0.198821
29966,I-TYPE,word.lower():kental,0.198751
29967,I-TYPE,+1:word.lower():manis,0.198751
29968,I-TYPE,word[:3]:Clo,0.198665
29969,I-TYPE,-1:word.lower():rose,0.198599
29970,I-TYPE,word[:3]:Ges,0.19843
29971,I-TYPE,-1:word.lower():partisi,0.19843
29972,I-TYPE,word.lower():geser,0.19843
29973,I-TYPE,word[-3:]:ure,0.198345
29974,I-TYPE,-1:word.lower():roll,0.19834
29975,I-TYPE,word.lower():junction,0.19834
29976,I-TYPE,word[:3]:Kim,0.19811
29977,I-TYPE,-1:word.lower():pemanas,0.198097
29978,I-TYPE,word.lower():penyambung,0.198097
29979,I-TYPE,word[-3:]:sal,0.198001
29980,I-TYPE,-1:word.lower():skinny,0.197972
29981,I-TYPE,+1:word.lower():alloy,0.197888
29982,I-TYPE,-1:word.lower():graphics,0.197802
29983,I-TYPE,word.lower():joystick,0.197717
29984,I-TYPE,-1:word.lower():wajan,0.197686
29985,I-TYPE,-1:word.lower():sparepart,0.19767
29986,I-TYPE,+1:word.lower():800g,0.197631
29987,I-TYPE,word[-3:]:eda,0.197596
29988,I-TYPE,-1:word.lower():scoop,0.197579
29989,I-TYPE,-1:word.lower():skincare,0.197549
29990,I-TYPE,word[-3:]:ges,0.197538
29991,I-TYPE,word[-3:]:OPS,0.197531
29992,I-TYPE,+1:word.lower():40m5000,0.197496
29993,I-TYPE,word.lower():universal,0.197471
29994,I-TYPE,+1:word.lower():hd,0.197441
29995,I-TYPE,-1:word.lower():bel,0.197433
29996,I-TYPE,word.lower():simping,0.197371
29997,I-TYPE,-1:word.lower():kerang,0.197371
29998,I-TYPE,-1:word.lower():loss,0.197249
29999,I-TYPE,-1:word.lower():silica,0.197235
30000,I-TYPE,word.lower():leaves,0.197188
30001,I-TYPE,word[-3:]:ves,0.197188
30002,I-TYPE,word.lower():adjusting,0.197167
30003,I-TYPE,+1:word.lower():bmw,0.196983
30004,I-TYPE,word[:3]:eks,0.196977
30005,I-TYPE,word[-3:]:LOS,0.196956
30006,I-TYPE,word.lower():router,0.196921
30007,I-TYPE,-1:word.lower():box/mesin,0.196717
30008,I-TYPE,+1:word.lower():kertas/stapler/fingerprint,0.196717
30009,I-TYPE,-1:word.lower():obeng,0.19669
30010,I-TYPE,word[-3:]:Kit,0.196647
30011,I-TYPE,word.lower():kunci,0.196591
30012,I-TYPE,word.lower():joints,0.196588
30013,I-TYPE,word[:3]:Joi,0.196588
30014,I-TYPE,-1:word.lower():facial,0.196552
30015,I-TYPE,word[:3]:hp,0.196493
30016,I-TYPE,word[-3:]:hp,0.196493
30017,I-TYPE,word.lower():bands,0.196458
30018,I-TYPE,-1:word.lower():belly,0.196458
30019,I-TYPE,+1:word.lower():sleeveless,0.196422
30020,I-TYPE,-1:word.lower():ikan,0.196368
30021,I-TYPE,word.lower():cosmetics,0.196295
30022,I-TYPE,word.lower():nanas,0.196293
30023,I-TYPE,-1:word.lower():plug,0.196239
30024,I-TYPE,+1:word.lower():replacement,0.196008
30025,I-TYPE,+1:word.lower():bay,0.195985
30026,I-TYPE,+1:word.lower():melar,0.195938
30027,I-TYPE,+1:word.lower():plus,0.195827
30028,I-TYPE,word[:3]:OIL,0.195821
30029,I-TYPE,+1:word.lower():wangi,0.195644
30030,I-TYPE,+1:word.lower():tether,0.195594
30031,I-TYPE,+1:word.lower():20,0.195564
30032,I-TYPE,+1:word.lower():inktec,0.195453
30033,I-TYPE,+1:word.lower():rca,0.195399
30034,I-TYPE,word[-3:]:MP3,0.195392
30035,I-TYPE,word[:3]:MP3,0.195392
30036,I-TYPE,word.lower():lettuce,0.195349
30037,I-TYPE,-1:word.lower():ponsel,0.195344
30038,I-TYPE,+1:word.lower():2-slot,0.195344
30039,I-TYPE,word.lower():gadget,0.195344
30040,I-TYPE,word[:3]:Gad,0.195344
30041,I-TYPE,word[:3]:GUA,0.195298
30042,I-TYPE,+1:word.lower():cth,0.195084
30043,I-TYPE,word[:3]:sep,0.195026
30044,I-TYPE,+1:word.lower():cx,0.195006
30045,I-TYPE,word[:3]:amo,0.194988
30046,I-TYPE,word.lower():amoled,0.194988
30047,I-TYPE,word[:3]:POT,0.194936
30048,I-TYPE,word[-3:]:ONG,0.194936
30049,I-TYPE,word[-3:]:ban,0.19491
30050,I-TYPE,word.lower():sticker,0.194694
30051,I-TYPE,+1:word.lower():karet,0.194687
30052,I-TYPE,-1:word.lower():penumbuh,0.194657
30053,I-TYPE,+1:word.lower():tumbuh,0.194657
30054,I-TYPE,-1:word.lower():tirai,0.194443
30055,I-TYPE,word[-3:]:mar,0.194443
30056,I-TYPE,word.lower():kamar,0.194443
30057,I-TYPE,-1:word.lower():malam,0.194431
30058,I-TYPE,word[:3]:3.0,0.194398
30059,I-TYPE,word[-3:]:uto,0.194351
30060,I-TYPE,-1:word.lower():compound,0.194351
30061,I-TYPE,word.lower():auto,0.194351
30062,I-TYPE,word.lower():dryer,0.194335
30063,I-TYPE,-1:word.lower():jump,0.194297
30064,I-TYPE,word[:3]:las,0.194291
30065,I-TYPE,+1:word.lower():degree,0.194078
30066,I-TYPE,+1:word.lower():whiskas,0.194071
30067,I-TYPE,-1:word.lower():anti-slip,0.19404
30068,I-TYPE,word.lower():stop,0.193916
30069,I-TYPE,word[:3]:pas,0.193899
30070,I-TYPE,word.lower():futsal,0.193701
30071,I-TYPE,word[:3]:FUT,0.193701
30072,I-TYPE,+1:word.lower():specs,0.193701
30073,I-TYPE,word[:3]:Fem,0.193649
30074,I-TYPE,-1:word.lower():apa,0.193632
30075,I-TYPE,-1:postag:WH,0.193632
30076,I-TYPE,word[:3]:saj,0.193632
30077,I-TYPE,word.lower():wrap,0.193632
30078,I-TYPE,-1:word.lower():stillo,0.193588
30079,I-TYPE,word.lower():laser,0.193487
30080,I-TYPE,+1:word.lower():pointer,0.193487
30081,I-TYPE,word[-3:]:SER,0.193487
30082,I-TYPE,word[:3]:OLA,0.193486
30083,I-TYPE,+1:word.lower():rivbos,0.193486
30084,I-TYPE,word[-3:]:AGA,0.193486
30085,I-TYPE,+1:word.lower():sarung,0.193465
30086,I-TYPE,-1:word.lower():safes,0.193262
30087,I-TYPE,-1:word.lower():dompet,0.193176
30088,I-TYPE,+1:word.lower():swiss,0.193167
30089,I-TYPE,-1:word.lower():kecap,0.193134
30090,I-TYPE,-1:word.lower():pemancung,0.193056
30091,I-TYPE,word.lower():hidung,0.193056
30092,I-TYPE,word[:3]:hid,0.193056
30093,I-TYPE,word[-3:]:ret,0.192903
30094,I-TYPE,+1:word.lower():emmc,0.192588
30095,I-TYPE,+1:word.lower():3mm,0.192516
30096,I-TYPE,+1:word.lower():divan,0.192483
30097,I-TYPE,word[-3:]:INA,0.192445
30098,I-TYPE,word[-3:]:SAL,0.192428
30099,I-TYPE,-1:word.lower():arus,0.192358
30100,I-TYPE,word[-3:]:Aki,0.192358
30101,I-TYPE,word.lower():aki,0.192358
30102,I-TYPE,word[:3]:Aki,0.192358
30103,I-TYPE,+1:word.lower():lightning,0.192329
30104,I-TYPE,+1:word.lower():seperti,0.192282
30105,I-TYPE,+1:word.lower():jigsaw,0.19226
30106,I-TYPE,+1:word.lower():kipas,0.192207
30107,I-TYPE,-1:word.lower():perapi,0.192197
30108,I-TYPE,-1:word.lower():paper,0.192134
30109,I-TYPE,+1:word.lower():mancing,0.192066
30110,I-TYPE,word.lower():pancing,0.192066
30111,I-TYPE,-1:word.lower():compass,0.192057
30112,I-TYPE,+1:word.lower():microfiber,0.192029
30113,I-TYPE,word.lower():container,0.191976
30114,I-TYPE,+1:word.lower():tray,0.191976
30115,I-TYPE,word.lower():motorcycle,0.191931
30116,I-TYPE,word[:3]:Sma,0.191791
30117,I-TYPE,word.lower():mp3,0.191692
30118,I-TYPE,+1:word.lower():rock,0.191657
30119,I-TYPE,word.lower():himalayan,0.191657
30120,I-TYPE,word[-3:]:yan,0.191657
30121,I-TYPE,-1:word.lower():kedelai,0.191593
30122,I-TYPE,+1:word.lower():melilea,0.191593
30123,I-TYPE,+1:word.lower():matang,0.191555
30124,I-TYPE,word[-3:]:ala,0.191404
30125,I-TYPE,word.lower():kepala,0.191404
30126,I-TYPE,+1:word.lower():2x4gb,0.191394
30127,I-TYPE,word[:3]:bel,0.19134
30128,I-TYPE,-1:word.lower():blade,0.191274
30129,I-TYPE,word.lower():regland,0.191085
30130,I-TYPE,+1:word.lower():natgeo,0.191085
30131,I-TYPE,+1:word.lower():sogo,0.191072
30132,I-TYPE,word[:3]:Jan,0.191033
30133,I-TYPE,word[:3]:swi,0.190852
30134,I-TYPE,word.lower():paris,0.190824
30135,I-TYPE,word[:3]:Kas,0.190695
30136,I-TYPE,-1:word.lower():kembang,0.190589
30137,I-TYPE,+1:word.lower():elegan,0.190555
30138,I-TYPE,word.lower():pillow,0.190553
30139,I-TYPE,word[:3]:Don,0.190481
30140,I-TYPE,word[:3]:Luc,0.190075
30141,I-TYPE,word.lower():cuci,0.189979
30142,I-TYPE,word[-3:]:uci,0.189979
30143,I-TYPE,word[:3]:cuc,0.189979
30144,I-TYPE,word[:3]:to,0.189802
30145,I-TYPE,word[-3:]:to,0.189802
30146,I-TYPE,+1:word.lower():adaptor,0.189779
30147,I-TYPE,word[-3:]:ree,0.189663
30148,I-TYPE,word[:3]:RCA,0.189629
30149,I-TYPE,-1:word.lower():quartz,0.189497
30150,I-TYPE,-1:word.lower():mandoline,0.189452
30151,I-TYPE,word.lower():coach,0.189402
30152,I-TYPE,-1:word.lower():suitcase,0.189402
30153,I-TYPE,+1:word.lower():poke,0.189316
30154,I-TYPE,-1:word.lower():punches,0.189316
30155,I-TYPE,word.lower():stitching,0.189316
30156,I-TYPE,-1:word.lower():veggie,0.189129
30157,I-TYPE,word.lower():twister,0.189129
30158,I-TYPE,+1:word.lower():vegetable,0.189129
30159,I-TYPE,-1:word.lower():lesehan,0.188832
30160,I-TYPE,+1:word.lower():senden,0.188832
30161,I-TYPE,word.lower():electonic,0.188749
30162,I-TYPE,-1:word.lower():wrench,0.188749
30163,I-TYPE,+1:word.lower():snap,0.188749
30164,I-TYPE,word.lower():liat,0.188659
30165,I-TYPE,word[-3:]:iat,0.188659
30166,I-TYPE,+1:word.lower():patung,0.188659
30167,I-TYPE,-1:word.lower():tanah,0.188659
30168,I-TYPE,word[:3]:lia,0.188659
30169,I-TYPE,-1:word.lower():cooler,0.188645
30170,I-TYPE,word[:3]:Spe,0.188486
30171,I-TYPE,word[:3]:FAN,0.188347
30172,I-TYPE,word[-3:]:FAN,0.188347
30173,I-TYPE,word.lower():flower,0.188277
30174,I-TYPE,-1:word.lower():daun,0.188275
30175,I-TYPE,-1:word.lower():edc,0.188144
30176,I-TYPE,-1:word.lower():rok,0.187991
30177,I-TYPE,+1:word.lower():05mm,0.187963
30178,I-TYPE,word.lower():transparan,0.187963
30179,I-TYPE,-1:word.lower():aa,0.187836
30180,I-TYPE,word[-3:]:nds,0.187828
30181,I-TYPE,-1:word.lower():titik,0.187763
30182,I-TYPE,word[-3:]:jan,0.187703
30183,I-TYPE,+1:word.lower():basin,0.187556
30184,I-TYPE,+1:word.lower():tm-u220d,0.187457
30185,I-TYPE,word.lower():kasir,0.187457
30186,I-TYPE,+1:word.lower():rocket,0.187349
30187,I-TYPE,-1:word.lower():mie,0.187317
30188,I-TYPE,-1:word.lower():soya,0.186976
30189,I-TYPE,-1:word.lower():kontak,0.18692
30190,I-TYPE,+1:word.lower():melumuri,0.186879
30191,I-TYPE,-1:word.lower():bertumit,0.186879
30192,I-TYPE,+1:word.lower():lan,0.186766
30193,I-TYPE,-1:word.lower():repeater,0.186766
30194,I-TYPE,+1:word.lower():quiet,0.186744
30195,I-TYPE,-1:word.lower():bankbook,0.186672
30196,I-TYPE,+1:word.lower():pashmina,0.18657
30197,I-TYPE,-1:word.lower():active,0.186484
30198,I-TYPE,word[:3]:roa,0.186309
30199,I-TYPE,word[-3:]:oad,0.186309
30200,I-TYPE,word.lower():road,0.186309
30201,I-TYPE,+1:word.lower():race,0.186309
30202,I-TYPE,-1:word.lower():stang,0.186309
30203,I-TYPE,+1:word.lower():suspender,0.186216
30204,I-TYPE,+1:word.lower():nestle,0.186145
30205,I-TYPE,-1:word.lower():mechanical,0.186122
30206,I-TYPE,word.lower():hijab,0.185978
30207,I-TYPE,-1:word.lower():slimfit,0.185964
30208,I-TYPE,word.lower():tone,0.185955
30209,I-TYPE,word.lower():files,0.185869
30210,I-TYPE,word[-3:]:Hem,0.185786
30211,I-TYPE,-1:word.lower():tassels,0.185786
30212,I-TYPE,word.lower():hem,0.185786
30213,I-TYPE,word[-3:]:rat,0.185783
30214,I-TYPE,word.lower():care,0.185668
30215,I-TYPE,word.lower():led/lcd,0.185659
30216,I-TYPE,"+1:word.lower():15""-32""",0.185659
30217,I-TYPE,word.lower():kentang,0.18559
30218,I-TYPE,-1:word.lower():pengiris,0.18559
30219,I-TYPE,+1:word.lower():zenfone,0.185586
30220,I-TYPE,word[-3:]:rap,0.185511
30221,I-TYPE,+1:word.lower():karaoke,0.185172
30222,I-TYPE,-1:word.lower():batre,0.185123
30223,I-TYPE,-1:word.lower():japanese,0.185074
30224,I-TYPE,word.lower():mandoline,0.185074
30225,I-TYPE,+1:word.lower():day,0.185066
30226,I-TYPE,-1:word.lower():pore,0.185028
30227,I-TYPE,word[-3:]:DED,0.184878
30228,I-TYPE,-1:word.lower():coach,0.184846
30229,I-TYPE,-1:word.lower():kacang,0.184815
30230,I-TYPE,-1:word.lower():kran,0.184682
30231,I-TYPE,word.lower():angsa,0.184682
30232,I-TYPE,word[-3:]:gsa,0.184682
30233,I-TYPE,word.lower():kasur,0.184663
30234,I-TYPE,-1:word.lower():replacement,0.184643
30235,I-TYPE,word.lower():belajar,0.184576
30236,I-TYPE,-1:word.lower():optical,0.184513
30237,I-TYPE,word.lower():dasar,0.184505
30238,I-TYPE,word[:3]:Das,0.184505
30239,I-TYPE,word.lower():mini-printer,0.184383
30240,I-TYPE,-1:word.lower():effect,0.184253
30241,I-TYPE,word.lower():keluarga,0.184228
30242,I-TYPE,word.lower():bra,0.184213
30243,I-TYPE,word[-3:]:Bra,0.184213
30244,I-TYPE,word[-3:]:jau,0.184211
30245,I-TYPE,word.lower():sandal,0.184064
30246,I-TYPE,-1:word.lower():non,0.183977
30247,I-TYPE,-1:word.lower():motorcycle,0.183857
30248,I-TYPE,-1:word.lower():komedo,0.183815
30249,I-TYPE,+1:word.lower():blackhead,0.183815
30250,I-TYPE,+1:word.lower():1-2,0.183767
30251,I-TYPE,word.lower():instant,0.18376
30252,I-TYPE,+1:word.lower():daging,0.183731
30253,I-TYPE,+1:word.lower():fleksibel,0.183508
30254,I-TYPE,word[:3]:Adj,0.18346
30255,I-TYPE,word[-3:]:LIM,0.183319
30256,I-TYPE,word[:3]:Cur,0.183302
30257,I-TYPE,word.lower():dada,0.183222
30258,I-TYPE,word[:3]:Dad,0.183222
30259,I-TYPE,-1:word.lower():bola,0.183019
30260,I-TYPE,+1:word.lower():pembersih,0.183006
30261,I-TYPE,word.lower():green,0.183
30262,I-TYPE,+1:word.lower():kaleng,0.182712
30263,I-TYPE,word[:3]:CAM,0.182617
30264,I-TYPE,word.lower():tematik,0.182603
30265,I-TYPE,+1:word.lower():kelas,0.182603
30266,I-TYPE,word.lower():office,0.182505
30267,I-TYPE,word.lower():renang,0.182489
30268,I-TYPE,+1:word.lower():skoogle,0.182489
30269,I-TYPE,word.lower():seni,0.182372
30270,I-TYPE,word[-3:]:eni,0.182372
30271,I-TYPE,-1:word.lower():>cat,0.182372
30272,I-TYPE,+1:word.lower():grafis,0.182372
30273,I-TYPE,word[-3:]:IPE,0.182365
30274,I-TYPE,word[:3]:Cif,0.182313
30275,I-TYPE,word.lower():ciffon,0.182313
30276,I-TYPE,word[-3:]:fon,0.182313
30277,I-TYPE,word.lower():cap,0.182115
30278,I-TYPE,-1:word.lower():in-car,0.182075
30279,I-TYPE,+1:word.lower():receiver,0.182075
30280,I-TYPE,-1:word.lower():masak,0.181968
30281,I-TYPE,-1:word.lower():tali,0.181892
30282,I-TYPE,word[:3]:Kec,0.18189
30283,I-TYPE,word.lower():kecap,0.18189
30284,I-TYPE,-1:word.lower():adhesive,0.181764
30285,I-TYPE,word.lower():lahiran,0.181739
30286,I-TYPE,-1:word.lower():sadap,0.181722
30287,I-TYPE,word.lower():kumis,0.181631
30288,I-TYPE,+1:word.lower():jenggot,0.181631
30289,I-TYPE,word[:3]:Kum,0.181631
30290,I-TYPE,word.lower():button,0.18161
30291,I-TYPE,-1:word.lower():healing,0.181343
30292,I-TYPE,word[:3]:dre,0.181324
30293,I-TYPE,+1:word.lower():4100mah,0.181222
30294,I-TYPE,-1:word.lower():singlet,0.181121
30295,I-TYPE,word.lower():mounting,0.181101
30296,I-TYPE,+1:word.lower():nissan,0.181101
30297,I-TYPE,+1:word.lower():32,0.181038
30298,I-TYPE,-1:word.lower():kamar,0.180995
30299,I-TYPE,word.lower():reflex,0.180987
