,target,feature,weight
11069,B-BRAND,word[:3]:NOK,0.102702
11070,B-BRAND,word[:3]:CAN,0.102661
11071,B-BRAND,+1:word.lower():mata,0.102656
11072,B-BRAND,word[:3]:Sha,0.102554
11073,B-BRAND,word[:3]:New,0.102368
11074,B-BRAND,word[-3:]:New,0.102368
11075,B-BRAND,-1:word.lower():pelindung,0.10226
11076,B-BRAND,word.lower():prema,0.101715
11077,B-BRAND,word[-3:]:EMA,0.101715
11078,B-BRAND,word[-3:]:COW,0.10127
11079,B-BRAND,word[:3]:TNS,0.101253
11080,B-BRAND,word[-3:]:TNS,0.101253
11081,B-BRAND,word.lower():tns,0.101253
11082,B-BRAND,+1:word.lower():decor,0.101198
11083,B-BRAND,-1:word.lower():size,0.101173
11084,B-BRAND,+1:word.lower():dog,0.101008
11085,B-BRAND,word[-3:]:OYA,0.100847
11086,B-BRAND,word[:3]:DUO,0.100847
11087,B-BRAND,word.lower():duoya,0.100847
11088,B-BRAND,word.lower():vicks,0.100739
11089,B-BRAND,word[-3:]:men,0.100608
11090,B-BRAND,word[-3:]:LSA,0.100012
11091,B-BRAND,+1:word.lower():juice,0.099166
11092,B-BRAND,+1:word.lower():best,0.099047
11093,B-BRAND,word[:3]:per,0.098979
11094,B-BRAND,word.lower():soa,0.098926
11095,B-BRAND,+1:word.lower():babt,0.098926
11096,B-BRAND,word[:3]:SOA,0.098926
11097,B-BRAND,word[-3:]:SOA,0.098926
11098,B-BRAND,word.lower():nescaf,0.098903
11099,B-BRAND,+1:word.lower():dolce,0.098903
11100,B-BRAND,word[:3]:NES,0.098903
11101,B-BRAND,word[-3:]:CAF,0.098903
11102,B-BRAND,+1:word.lower():sgp,0.098863
11103,B-BRAND,word[:3]:SPI,0.098863
11104,B-BRAND,word[-3:]:igo,0.098698
11105,B-BRAND,+1:word.lower():vibe,0.098635
11106,B-BRAND,word[:3]:Tem,0.098342
11107,B-BRAND,word.lower():daisy,0.097735
11108,B-BRAND,word[-3:]:ISY,0.097735
11109,B-BRAND,word.lower():nikon,0.097676
11110,B-BRAND,+1:word.lower():d80,0.097676
11111,B-BRAND,word[:3]:Kra,0.097674
11112,B-BRAND,+1:word.lower():mouse,0.097296
11113,B-BRAND,word.lower():nescafe,0.097056
11114,B-BRAND,word[-3:]:The,0.096857
11115,B-BRAND,+1:word.lower():capo,0.096711
11116,B-BRAND,+1:word.lower():find,0.095168
11117,B-BRAND,word[:3]:YIN,0.094907
11118,B-BRAND,+1:word.lower():beijing,0.094907
11119,B-BRAND,word.lower():yingmei,0.094907
11120,B-BRAND,word.lower():victoria,0.094786
11121,B-BRAND,+1:word.lower():r25,0.094467
11122,B-BRAND,word[-3:]:IPS,0.094375
11123,B-BRAND,word[-3:]:oli,0.094134
11124,B-BRAND,+1:word.lower():casio,0.09412
11125,B-BRAND,word.lower():mic,0.093972
11126,B-BRAND,word[:3]:Toy,0.093773
11127,B-BRAND,+1:word.lower():gl62m-7rdx-1018xid,0.093432
11128,B-BRAND,word[:3]:MSI,0.093432
11129,B-BRAND,word[-3:]:MSI,0.093432
11130,B-BRAND,word.lower():msi,0.093432
11131,B-BRAND,word.lower():tonymoly,0.093239
11132,B-BRAND,word[-3:]:OLY,0.093239
11133,B-BRAND,word[-3:]:Pet,0.092987
11134,B-BRAND,word.lower():pet,0.092987
11135,B-BRAND,word.lower():digitec,0.09275
11136,B-BRAND,word.lower():scinic,0.09264
11137,B-BRAND,word[:3]:SCI,0.09264
11138,B-BRAND,word.lower():cream,0.091938
11139,B-BRAND,+1:word.lower():9900mah,0.091923
11140,B-BRAND,word[:3]:Sat,0.091587
11141,B-BRAND,word[-3:]:SCH,0.091277
11142,B-BRAND,word[:3]:BOS,0.091277
11143,B-BRAND,+1:word.lower():gws,0.091277
11144,B-BRAND,+1:word.lower():m557,0.090595
11145,B-BRAND,+1:stopword,0.090539
11146,B-BRAND,word[-3:]:ARP,0.090273
11147,B-BRAND,word[:3]:Gir,0.090247
11148,B-BRAND,word.lower():noe,0.090184
11149,B-BRAND,word[-3:]:NOE,0.090184
11150,B-BRAND,word[:3]:NOE,0.090184
11151,B-BRAND,+1:word.lower():unlimited,0.090109
11152,B-BRAND,word[:3]:Kid,0.089967
11153,B-BRAND,+1:word.lower():car,0.089804
11154,B-BRAND,+1:word.lower():leather,0.089485
11155,B-BRAND,word[:3]:hp,0.08905
11156,B-BRAND,word[-3:]:hp,0.08905
11157,B-BRAND,word.lower():ace,0.088506
11158,B-BRAND,+1:word.lower():simply,0.08834
11159,B-BRAND,+1:word.lower():doll,0.087798
11160,B-BRAND,word[:3]:BEL,0.087505
11161,B-BRAND,postag:JJ,0.087487
11162,B-BRAND,word.lower():seiko,0.086885
11163,B-BRAND,word[:3]:Sei,0.086885
11164,B-BRAND,+1:word.lower():snkn51k1,0.086885
11165,B-BRAND,word[-3:]:hil,0.086869
11166,B-BRAND,-1:word.lower():gores,0.086693
11167,B-BRAND,word.lower():benq,0.086473
11168,B-BRAND,word[-3:]:enQ,0.086473
11169,B-BRAND,+1:word.lower():gw2455h,0.086473
11170,B-BRAND,word[:3]:Max,0.086021
11171,B-BRAND,+1:word.lower():fx,0.08594
11172,B-BRAND,+1:word.lower():headset,0.085708
11173,B-BRAND,word[:3]:Mal,0.085528
11174,B-BRAND,word[-3:]:IKE,0.085461
11175,B-BRAND,word[:3]:OTO,0.085203
11176,B-BRAND,+1:word.lower():ultimate,0.084964
11177,B-BRAND,+1:word.lower():kx-ts,0.084841
11178,B-BRAND,word[:3]:RAM,0.083343
11179,B-BRAND,+1:word.lower():3179,0.083078
11180,B-BRAND,+1:word.lower():tape,0.082867
11181,B-BRAND,+1:word.isdigit(),0.082764
11182,B-BRAND,word.lower():optoma,0.082734
11183,B-BRAND,word[-3:]:OMA,0.082734
11184,B-BRAND,+1:word.lower():ex550,0.082734
11185,B-BRAND,+1:word.lower():kalkulator,0.082609
11186,B-BRAND,+1:word.lower():mifi,0.082212
11187,B-BRAND,word[:3]:SGP,0.082099
11188,B-BRAND,word[-3:]:SGP,0.082099
11189,B-BRAND,word.lower():sgp,0.082099
11190,B-BRAND,word[:3]:pan,0.082097
11191,B-BRAND,+1:word.lower():jr-108,0.082082
11192,B-BRAND,-1:word.lower():.,0.082026
11193,B-BRAND,+1:word.lower():oil,0.081725
11194,B-BRAND,+1:word.lower():a516,0.081275
11195,B-BRAND,+1:word.lower():6465,0.081149
11196,B-BRAND,word[:3]:Med,0.080848
11197,B-BRAND,word[:3]:Eve,0.080722
11198,B-BRAND,+1:word.lower():free,0.080597
11199,B-BRAND,+1:word.lower():19v,0.080499
11200,B-BRAND,word.lower():xl,0.080318
11201,B-BRAND,word[-3:]:XL,0.080318
11202,B-BRAND,word[:3]:XL,0.080318
11203,B-BRAND,word[-3:]:ivo,0.080042
11204,B-BRAND,word[-3:]:RGY,0.080018
11205,B-BRAND,+1:word.lower():labs,0.080018
11206,B-BRAND,word[:3]:SYN,0.080018
11207,B-BRAND,word.lower():synergy,0.080018
11208,B-BRAND,word.lower():shake,0.079854
11209,B-BRAND,+1:word.lower():shake,0.079566
11210,B-BRAND,word[-3:]:eam,0.079074
11211,B-BRAND,+1:word.lower():kemeja,0.079061
11212,B-BRAND,word[-3:]:Men,0.07905
11213,B-BRAND,+1:word.lower():aquila,0.078917
11214,B-BRAND,word[-3:]:OLT,0.078917
11215,B-BRAND,word[-3:]:ick,0.078763
11216,B-BRAND,word[-3:]:n's,0.0782
11217,B-BRAND,word.lower():groomer's,0.078019
11218,B-BRAND,word[-3:]:R'S,0.078019
11219,B-BRAND,+1:word.lower():26,0.077989
11220,B-BRAND,word.lower():wimcycle,0.077989
11221,B-BRAND,word[:3]:WIM,0.077989
11222,B-BRAND,word[:3]:CAS,0.077831
11223,B-BRAND,+1:word.lower():1,0.077786
11224,B-BRAND,word.lower():quick,0.077688
11225,B-BRAND,+1:word.lower():887g,0.077648
11226,B-BRAND,word[-3:]:AHA,0.077486
11227,B-BRAND,word.lower():body,0.077269
11228,B-BRAND,+1:word.lower():pudding,0.077052
11229,B-BRAND,word[:3]:Sle,0.077048
11230,B-BRAND,+1:word.lower():chuck,0.076385
11231,B-BRAND,word.lower():baby,0.075837
11232,B-BRAND,+1:word.lower():stay,0.075595
11233,B-BRAND,word.lower():ram,0.07556
11234,B-BRAND,+1:word.lower():canon,0.074893
11235,B-BRAND,+1:word.lower():pink,0.074473
11236,B-BRAND,word[-3:]:PSE,0.074395
11237,B-BRAND,+1:word.lower():flight,0.07438
11238,B-BRAND,word[-3:]:PPY,0.07438
11239,B-BRAND,word[:3]:PLE,0.073683
11240,B-BRAND,word.lower():plextone,0.073683
11241,B-BRAND,+1:word.lower():pc780,0.073683
11242,B-BRAND,word[:3]:Not,0.073304
11243,B-BRAND,+1:word.lower():tinta,0.073264
11244,B-BRAND,word[-3:]:vel,0.073237
11245,B-BRAND,-1:word.lower():casing,0.073163
11246,B-BRAND,word[-3:]:ung,0.072916
11247,B-BRAND,+1:word.lower():duora,0.072655
11248,B-BRAND,word[-3:]:els,0.072132
11249,B-BRAND,word.lower():the,0.07213
11250,B-BRAND,+1:word.lower():anak,0.071775
11251,B-BRAND,+1:word.lower():3600mah,0.071322
11252,B-BRAND,word[:3]:Pap,0.070451
11253,B-BRAND,-1:word.lower():charger,0.069964
11254,B-BRAND,word[-3:]:ilm,0.069764
11255,B-BRAND,word[-3:]:OME,0.069227
11256,B-BRAND,word[:3]:Qui,0.069113
11257,B-BRAND,+1:word.lower():9900,0.068353
11258,B-BRAND,+1:word.lower():avent,0.068346
11259,B-BRAND,word[-3:]:aga,0.068319
11260,B-BRAND,word[:3]:ELE,0.068255
11261,B-BRAND,+1:word.lower():hotrod,0.067946
11262,B-BRAND,+1:word.lower():promo,0.067131
11263,B-BRAND,word[-3:]:LAN,0.06681
11264,B-BRAND,-1:word.lower():costanza,0.066494
11265,B-BRAND,word[:3]:Exp,0.065809
11266,B-BRAND,+1:word.lower():liquid,0.064823
11267,B-BRAND,word[:3]:The,0.064615
11268,B-BRAND,word[-3:]:ody,0.064472
11269,B-BRAND,+1:word.lower():verza,0.064456
11270,B-BRAND,+1:word.lower():cerelac,0.064354
11271,B-BRAND,+1:word.lower():my,0.063555
11272,B-BRAND,word[:3]:Viv,0.063164
11273,B-BRAND,+1:word.lower():size,0.062764
11274,B-BRAND,-1:word.lower():guard,0.062448
11275,B-BRAND,+1:word.lower():yoga,0.061818
11276,B-BRAND,word[-3:]:BAN,0.061627
11277,B-BRAND,word[-3:]:ney,0.061433
11278,B-BRAND,+1:word.lower():tablet,0.061431
11279,B-BRAND,word[-3:]:cus,0.06009
11280,B-BRAND,word[-3:]:AKE,0.059855
11281,B-BRAND,+1:word.lower():eye,0.059266
11282,B-BRAND,+1:word.lower():harddisk,0.059223
11283,B-BRAND,+1:word.lower():sepatu,0.059036
11284,B-BRAND,+1:word.lower():mechanical,0.058494
11285,B-BRAND,+1:word.lower():besar,0.057464
11286,B-BRAND,word[:3]:Pur,0.057316
11287,B-BRAND,word[:3]:Jum,0.056262
11288,B-BRAND,-1:word.lower():armor,0.056159
11289,B-BRAND,word[:3]:Har,0.056143
11290,B-BRAND,-1:word.lower():softshell,0.055751
11291,B-BRAND,word[-3:]:ear,0.054936
11292,B-BRAND,+1:word.lower():b490,0.053074
11293,B-BRAND,word[-3:]:ace,0.05167
11294,B-BRAND,+1:word.lower():m90,0.051413
11295,B-BRAND,-1:word.lower():fashion,0.051006
11296,B-BRAND,+1:word.lower():wall,0.050716
11297,B-BRAND,word[:3]:REM,0.049844
11298,B-BRAND,word[:3]:Pet,0.049785
11299,B-BRAND,word.lower():skii,0.049332
11300,B-BRAND,word[-3:]:KII,0.049332
11301,B-BRAND,+1:word.lower():women,0.04847
11302,B-BRAND,+1:word.lower():x556,0.047941
11303,B-BRAND,word[:3]:GRO,0.047568
11304,B-BRAND,word[:3]:Mac,0.046125
11305,B-BRAND,word[:3]:Dig,0.046117
11306,B-BRAND,word[:3]:Log,0.04607
11307,B-BRAND,+1:word.lower():with,0.045785
11308,B-BRAND,+1:word.lower():rog,0.044915
11309,B-BRAND,word[-3:]:JBL,0.044912
11310,B-BRAND,word[:3]:JBL,0.044912
11311,B-BRAND,+1:word.lower():ipod,0.044684
11312,B-BRAND,word[:3]:Mod,0.042339
11313,B-BRAND,+1:word.lower():beat,0.042242
11314,B-BRAND,+1:word.lower():pure,0.041637
11315,B-BRAND,+1:word.lower():classic,0.041181
11316,B-BRAND,word[:3]:Cet,0.040986
11317,B-BRAND,word[-3:]:ESS,0.040936
11318,B-BRAND,+1:word.lower():safety,0.040642
11319,B-BRAND,-1:word.lower():double,0.040162
11320,B-BRAND,-1:word.lower():digital,0.039474
11321,B-BRAND,+1:word.lower():samoa,0.039256
11322,B-BRAND,+1:word.lower():t530,0.038485
11323,B-BRAND,+1:word.lower():1068,0.038249
11324,B-BRAND,+1:word.lower():tsugi,0.038231
11325,B-BRAND,+1:word.lower():senar,0.038092
11326,B-BRAND,+1:word.lower():vga,0.037459
11327,B-BRAND,word[-3:]:rtz,0.037451
11328,B-BRAND,word.lower():quartz,0.037451
11329,B-BRAND,+1:word.lower():a456ur-ga093d,0.037019
11330,B-BRAND,word[:3]:Fro,0.036684
11331,B-BRAND,+1:word.lower():p23-dtsc,0.036471
11332,B-BRAND,word[-3:]:ICK,0.036394
11333,B-BRAND,word[:3]:Non,0.035523
11334,B-BRAND,+1:word.lower():collection,0.035501
11335,B-BRAND,word[:3]:Spo,0.035419
11336,B-BRAND,+1:word.lower():tab,0.034604
11337,B-BRAND,word[:3]:TON,0.033633
11338,B-BRAND,-1:word.lower():6,0.033043
11339,B-BRAND,word[:3]:DAN,0.032315
11340,B-BRAND,word[:3]:Mag,0.032109
11341,B-BRAND,word[-3:]:ies,0.031277
11342,B-BRAND,+1:word.lower():tail,0.031007
11343,B-BRAND,-1:word.lower():jaket,0.030652
11344,B-BRAND,-1:word.lower():pendek,0.030261
11345,B-BRAND,+1:word.lower():u11,0.030077
11346,B-BRAND,+1:word.lower():predator,0.029383
11347,B-BRAND,word[-3:]:sir,0.029039
11348,B-BRAND,word[-3:]:eye,0.028947
11349,B-BRAND,+1:word.lower():j7,0.027211
11350,B-BRAND,+1:word.lower():vega,0.027186
11351,B-BRAND,word.lower():simple,0.026452
11352,B-BRAND,+1:word.lower():mi,0.0261
11353,B-BRAND,word.lower():natural,0.026018
11354,B-BRAND,+1:word.lower():20446zl,0.025725
11355,B-BRAND,word[:3]:SKI,0.025214
11356,B-BRAND,word[:3]:Nat,0.024938
11357,B-BRAND,+1:word.lower():flat,0.024501
11358,B-BRAND,+1:word.lower():cartridge,0.023777
11359,B-BRAND,word[:3]:Gla,0.0236
11360,B-BRAND,word[-3:]:tal,0.023542
11361,B-BRAND,+1:word.lower():paket,0.02286
11362,B-BRAND,+1:word.lower():adaptor,0.021886
11363,B-BRAND,+1:word.lower():fit,0.020626
11364,B-BRAND,+1:word.lower():12,0.019341
11365,B-BRAND,+1:word.lower():stainless,0.019093
11366,B-BRAND,word[:3]:Pol,0.018451
11367,B-BRAND,word[:3]:Jam,0.017726
11368,B-BRAND,word[-3:]:jab,0.016376
11369,B-BRAND,word[:3]:GEA,0.016163
11370,B-BRAND,word[:3]:Blu,0.015432
11371,B-BRAND,word[-3:]:afe,0.014862
11372,B-BRAND,word[:3]:TRE,0.013738
11373,B-BRAND,word[-3:]:ayu,0.012499
11374,B-BRAND,+1:word.lower():galaxya9pro,0.012181
11375,B-BRAND,+1:word.lower():max,0.012142
11376,B-BRAND,+1:word.lower():lakban,0.011535
11377,B-BRAND,word[-3:]:LLO,0.01098
11378,B-BRAND,word[-3:]:ika,0.010951
11379,B-BRAND,word[-3:]:ent,0.010075
11380,B-BRAND,+1:word.lower():on5,0.009594
11381,B-BRAND,+1:postag:VB,0.00904
11382,B-BRAND,word[:3]:Arm,0.008256
11383,B-BRAND,word[-3:]:PER,0.008205
11384,B-BRAND,+1:word.lower():jaket,0.008076
11385,B-BRAND,+1:word.lower():3,0.007442
11386,B-BRAND,+1:word.lower():x455lj-wx320t,0.007046
11387,B-BRAND,+1:word.lower():x454ya,0.006199
11388,B-BRAND,+1:word.lower():gunung,0.006037
11389,B-BRAND,+1:word.lower():bag,0.006009
11390,B-BRAND,word[:3]:Ant,0.004659
11391,B-BRAND,+1:word.lower():/,0.004594
11392,B-BRAND,+1:word.lower():isi,0.004329
11393,B-BRAND,+1:word.lower():lens,0.004199
11394,B-BRAND,+1:word.lower():drum,0.002984
11395,B-BRAND,word[-3:]:ell,0.002602
11396,B-BRAND,+1:word.lower():40,0.002365
11397,B-BRAND,word[-3:]:ter,0.001553
11398,B-BRAND,+1:word.lower():secret,0.001159
11399,B-BRAND,-1:word.lower():2,0.000566
11400,B-BRAND,word.lower():one,0.000354
11401,B-BRAND,word[:3]:War,-0.000212
11402,B-BRAND,word[:3]:Chi,-0.000282
11403,B-BRAND,word[-3:]:ady,-0.000691
11404,B-BRAND,+1:word.lower():portable,-0.000767
11405,B-BRAND,+1:word.lower():4,-0.001844
11406,B-BRAND,word[-3:]:and,-0.001908
11407,B-BRAND,word.lower():bluetooth,-0.003765
11408,B-BRAND,word[:3]:PRE,-0.006627
11409,B-BRAND,+1:word.lower():buku,-0.00721
11410,B-BRAND,word[:3]:Ber,-0.010448
11411,B-BRAND,word[-3:]:aru,-0.011289
11412,B-BRAND,word[-3:]:Red,-0.011569
11413,B-BRAND,word[-3:]:man,-0.013067
11414,B-BRAND,word[-3:]:ral,-0.013389
11415,B-BRAND,+1:word.lower():10,-0.013912
11416,B-BRAND,word[-3:]:oth,-0.014947
11417,B-BRAND,word.lower():angel,-0.015574
11418,B-BRAND,word[-3:]:ean,-0.016379
11419,B-BRAND,word[:3]:Bla,-0.0171
11420,B-BRAND,word[-3:]:ond,-0.017239
11421,B-BRAND,+1:word.lower():silicone,-0.017862
11422,B-BRAND,+1:word.lower():body,-0.017896
11423,B-BRAND,word[-3:]:OVO,-0.018312
11424,B-BRAND,+1:word.lower():dompet,-0.018956
11425,B-BRAND,+1:word.lower():mesin,-0.019252
11426,B-BRAND,word[:3]:HER,-0.020194
11427,B-BRAND,word[:3]:Hot,-0.020701
11428,B-BRAND,word[:3]:Red,-0.021247
11429,B-BRAND,word[-3:]:ock,-0.023355
11430,B-BRAND,word[:3]:Fis,-0.025786
11431,B-BRAND,word[-3:]:int,-0.026342
11432,B-BRAND,word[-3:]:old,-0.026683
11433,B-BRAND,word[-3:]:KON,-0.029812
11434,B-BRAND,word.lower():iphone,-0.029868
11435,B-BRAND,word[-3:]:UNG,-0.030424
11436,B-BRAND,word[:3]:Spe,-0.030514
11437,B-BRAND,word[-3:]:tar,-0.031839
11438,B-BRAND,word[-3:]:OLA,-0.03265
11439,B-BRAND,word[-3:]:ree,-0.033334
11440,B-BRAND,word[:3]:Kit,-0.0336
11441,B-BRAND,word[:3]:Clo,-0.035738
11442,B-BRAND,word[:3]:ANG,-0.03582
11443,B-BRAND,word[-3:]:TER,-0.036222
11444,B-BRAND,"-1:word.lower():,",-0.036237
11445,B-BRAND,word[:3]:Sli,-0.037001
11446,B-BRAND,word[-3:]:lim,-0.038271
11447,B-BRAND,-1:word.lower():polos,-0.038746
11448,B-BRAND,postag:SYM,-0.042103
11449,B-BRAND,word[:3]:ORI,-0.043888
11450,B-BRAND,word[-3:]:age,-0.045817
11451,B-BRAND,+1:word.lower():wireless,-0.0459
11452,B-BRAND,EOS,-0.046633
11453,B-BRAND,+1:word.lower():sweater,-0.048688
11454,B-BRAND,word.lower():magic,-0.049033
11455,B-BRAND,-1:postag:JJ,-0.049842
11456,B-BRAND,+1:postag:SC,-0.050376
11457,B-BRAND,word[-3:]:GEL,-0.051197
11458,B-BRAND,word[-3:]:ANG,-0.052648
11459,B-BRAND,word[-3:]:low,-0.054139
11460,B-BRAND,+1:word.lower():super,-0.054259
11461,B-BRAND,word[-3:]:nik,-0.054559
11462,B-BRAND,word.lower():universal,-0.05476
11463,B-BRAND,word[-3:]:ner,-0.055174
11464,B-BRAND,word[:3]:Vit,-0.056464
11465,B-BRAND,word[:3]:Met,-0.058382
11466,B-BRAND,word[-3:]:bil,-0.059053
11467,B-BRAND,word.lower():slim,-0.060538
11468,B-BRAND,word[:3]:Qua,-0.061105
11469,B-BRAND,-1:word.lower():set,-0.062368
11470,B-BRAND,+1:word.lower():botol,-0.06291
11471,B-BRAND,+1:word.lower():6,-0.068323
11472,B-BRAND,+1:word.lower():intl,-0.070137
11473,B-BRAND,+1:word.lower():5,-0.07271
11474,B-BRAND,word[:3]:And,-0.077038
11475,B-BRAND,word[:3]:Sma,-0.077106
11476,B-BRAND,-1:stopword,-0.079277
11477,B-BRAND,word[-3:]:ore,-0.081529
11478,B-BRAND,+1:word.lower():for,-0.083572
11479,B-BRAND,word[-3:]:ger,-0.084126
11480,B-BRAND,-1:word.lower():mini,-0.084164
11481,B-BRAND,word[-3:]:ial,-0.085749
11482,B-BRAND,word[-3:]:rie,-0.088173
11483,B-BRAND,word.lower():digital,-0.089421
11484,B-BRAND,word[:3]:Gra,-0.089744
11485,B-BRAND,+1:word.lower():sparkle,-0.090149
11486,B-BRAND,+1:word.lower():charger,-0.092228
11487,B-BRAND,word[:3]:Sta,-0.092805
11488,B-BRAND,word[-3:]:ver,-0.093038
11489,B-BRAND,-1:postag:CC,-0.097618
11490,B-BRAND,-1:word.lower():dan,-0.097797
11491,B-BRAND,-1:word.lower():cover,-0.098633
11492,B-BRAND,+1:word.lower():baju,-0.100055
11493,B-BRAND,word.lower():red,-0.100766
11494,B-BRAND,word[-3:]:ion,-0.101299
11495,B-BRAND,word[-3:]:omo,-0.10135
11496,B-BRAND,word.istitle(),-0.103279
11497,B-BRAND,-1:word.lower():led,-0.104084
11498,B-BRAND,word[-3:]:tan,-0.113312
11499,B-BRAND,+1:word.lower():new,-0.113441
11500,B-BRAND,+1:word.lower():case,-0.113831
11501,B-BRAND,word[-3:]:ght,-0.116038
11502,B-BRAND,+1:word.lower():ipad,-0.11728
11503,B-BRAND,-1:word.isupper(),-0.119714
11504,B-BRAND,word[-3:]:wer,-0.122198
11505,B-BRAND,word[-3:]:ose,-0.124086
11506,B-BRAND,+1:word.lower():mini,-0.127265
11507,B-BRAND,word.lower():blue,-0.128694
11508,B-BRAND,word[:3]:MIC,-0.128716
11509,B-BRAND,+1:word.isupper(),-0.128936
11510,B-BRAND,+1:word.lower():batik,-0.129214
11511,B-BRAND,word[:3]:Car,-0.130934
11512,B-BRAND,word[-3:]:lon,-0.131741
11513,B-BRAND,-1:postag:CD,-0.143406
11514,B-BRAND,word[:3]:Fas,-0.14941
11515,B-BRAND,word[-3:]:one,-0.156193
11516,B-BRAND,+1:word.lower():pria,-0.164283
11517,B-BRAND,word[-3:]:ria,-0.164983
11518,B-BRAND,word[:3]:LEN,-0.165912
11519,B-BRAND,word[-3:]:ita,-0.167008
11520,B-BRAND,-1:word.istitle(),-0.176218
11521,B-BRAND,word[-3:]:ONY,-0.176744
11522,B-BRAND,word[:3]:SON,-0.176744
11523,B-BRAND,+1:word.lower():cover,-0.178994
11524,B-BRAND,word[-3:]:her,-0.181517
11525,B-BRAND,+1:word.lower():core,-0.187686
11526,B-BRAND,word[:3]:Sup,-0.193399
11527,B-BRAND,word[-3:]:KET,-0.198974
11528,B-BRAND,word[:3]:Mic,-0.200411
11529,B-BRAND,word[:3]:PAN,-0.201957
11530,B-BRAND,word[:3]:Spi,-0.207147
11531,B-BRAND,word[-3:]:ess,-0.211208
11532,B-BRAND,word[-3:]:use,-0.212464
11533,B-BRAND,-1:word.lower():motor,-0.214507
11534,B-BRAND,word.lower():gold,-0.215221
11535,B-BRAND,+1:word.lower():watch,-0.227024
11536,B-BRAND,word[-3:]:ker,-0.231655
11537,B-BRAND,stopword,-0.234458
11538,B-BRAND,+1:word.lower():iphone,-0.244551
11539,B-BRAND,word[:3]:Pan,-0.253497
11540,B-BRAND,word[-3:]:tor,-0.254615
11541,B-BRAND,+1:word.lower():fonepad,-0.265936
11542,B-BRAND,word[-3:]:ler,-0.267553
11543,B-BRAND,-1:word.lower():],-0.267641
11544,B-BRAND,word[:3]:Sil,-0.272328
11545,B-BRAND,-1:postag:IN,-0.27661
11546,B-BRAND,+1:word.lower():celana,-0.282554
11547,B-BRAND,word[:3]:Uni,-0.287474
11548,B-BRAND,word[:3]:Bal,-0.30959
11549,B-BRAND,"+1:word.lower():,",-0.314356
11550,B-BRAND,+1:postag:JJ,-0.323754
11551,B-BRAND,word[-3:]:ase,-0.331783
11552,B-BRAND,word.isdigit(),-0.335073
11553,B-BRAND,+1:word.lower():black,-0.359125
11554,B-BRAND,word[:3]:Pro,-0.362799
11555,B-BRAND,word[-3:]:ini,-0.383469
11556,B-BRAND,-1:postag:NN,-0.389051
11557,B-BRAND,-1:word.isdigit(),-0.396339
11558,B-BRAND,word[-3:]:per,-0.413604
11559,B-BRAND,-1:hasNumber,-0.489981
11560,B-BRAND,word[-3:]:ing,-0.518016
11561,B-BRAND,postag:CD,-0.532098
11562,B-BRAND,-1:postag:VB,-0.556652
11563,B-BRAND,word[-3:]:ang,-0.573674
11564,B-BRAND,-1:postag:NNP,-0.641815
11565,B-BRAND,hasNumber,-1.657721
11566,I-BRAND,word[-3:]:tie,0.99916
11567,I-BRAND,+1:word.lower():baby,0.97523
11568,I-BRAND,-1:word.lower():swiss,0.893844
11569,I-BRAND,-1:word.lower():and,0.824745
11570,I-BRAND,+1:word.lower():],0.819172
11571,I-BRAND,word.lower():army,0.783165
11572,I-BRAND,word[-3:]:and,0.764527
11573,I-BRAND,-1:word.lower():baby,0.747821
11574,I-BRAND,-1:word.lower():alexandre,0.728461
11575,I-BRAND,word.lower():christie,0.728461
11576,I-BRAND,-1:word.lower():new,0.685957
11577,I-BRAND,word.isdigit(),0.684161
11578,I-BRAND,+1:word.lower():herbal,0.668717
11579,I-BRAND,word.lower():star,0.66628
11580,I-BRAND,+1:word.lower():vape,0.662966
11581,I-BRAND,+1:word.lower():color,0.651836
11582,I-BRAND,word[:3]:Vin,0.648406
11583,I-BRAND,word[:3]:Col,0.641924
11584,I-BRAND,-1:word.lower():cap,0.63952
11585,I-BRAND,word[:3]:Tal,0.619101
11586,I-BRAND,-1:word.lower():cotton,0.60908
11587,I-BRAND,-1:word.lower():bu,0.606758
11588,I-BRAND,+1:word.lower():original,0.594187
11589,I-BRAND,word[-3:]:iva,0.588068
11590,I-BRAND,word[:3]:Lif,0.586718
11591,I-BRAND,word[-3:]:ire,0.581105
11592,I-BRAND,word[-3:]:ose,0.578907
11593,I-BRAND,word.lower():love,0.574751
11594,I-BRAND,-1:word.lower():slim,0.574569
11595,I-BRAND,word.lower():and,0.570075
11596,I-BRAND,word.lower():collection,0.564729
11597,I-BRAND,-1:word.lower():honey,0.564118
11598,I-BRAND,-1:word.lower():head,0.558154
11599,I-BRAND,word[:3]:Pet,0.557275
11600,I-BRAND,-1:word.lower():bio,0.556388
11601,I-BRAND,word.lower():bullet,0.554313
11602,I-BRAND,+1:word.lower():love,0.552965
11603,I-BRAND,-1:word.lower():super,0.546468
11604,I-BRAND,-1:word.lower():happy,0.545049
11605,I-BRAND,word[-3:]:ara,0.540256
11606,I-BRAND,-1:word.lower():mama,0.535339
11607,I-BRAND,word[-3:]:LET,0.517071
11608,I-BRAND,word[:3]:Hou,0.513962
11609,I-BRAND,word[:3]:her,0.513319
11610,I-BRAND,word.lower():tail,0.50503
11611,I-BRAND,word.lower():house,0.504554
11612,I-BRAND,-1:word.lower():mane,0.503411
11613,I-BRAND,word[-3:]:man,0.502369
11614,I-BRAND,word[:3]:Tai,0.501418
11615,I-BRAND,-1:word.lower():etude,0.496047
